district,date,pm2p5,greenness,total_rainfall,n_raindays,temp_min,temp_mean,temp_max,utci
Siha,2021-03-01,18.4423408196428,0.616479269,NA,NA,15.39316828,22.45062494,29.5080816,27.8284608915055
Siha,2021-04-01,18.2282272443919,0.618951711,NA,NA,16.44626589,22.06131742,27.67636894,21.6896257359125
Siha,2021-05-01,13.3314973844308,0.581115239,NA,NA,15.45146336,20.36709054,25.28271772,18.8415349032801
Siha,2021-06-01,17.558691889817,0.560366786,NA,NA,14.03196561,19.63017068,25.22837575,21.1242430613961
Siha,2021-07-01,15.4383820715952,0.516769471,NA,NA,13.63165024,19.42054638,25.20944252,22.0171825063078
Siha,2021-08-01,13.6261618001941,0.500277268,NA,NA,13.64030122,18.92283444,24.20536765,25.806291000841
Siha,2021-09-01,14.2695352862911,0.466116089,NA,NA,14.23787199,20.32572881,26.41358564,29.242544154752
Siha,2021-10-01,17.1836488727038,0.468679981,NA,NA,14.5357565,21.65258666,28.76941681,29.5883599663582
Siha,2021-11-01,21.7829604025757,0.491184881,NA,NA,16.03591167,23.03860474,30.04129781,29.0943187552565
Siha,2021-12-01,33.9196213937257,0.513522974,NA,NA,16.6425883,22.21134761,27.78010692,24.9209756097562
Siha,2022-01-01,16.5858864070216,NA,NA,NA,15.53484675,21.96340186,28.39195698,28.886904962153
Siha,2022-02-01,18.3654044244868,NA,NA,NA,15.66847633,22.20280691,28.73713749,27.6130193439865
Siha,2022-03-01,21.4549053343151,NA,NA,NA,16.39430523,23.32261344,30.25092165,28.8600378469302
Siha,2022-04-01,21.2941480167146,NA,NA,NA,15.7199278,21.997383,28.2748382,25.2358830950379
Siha,2022-05-01,12.6339070784656,NA,NA,NA,15.90320341,21.5273459,27.15148839,23.1018334735072
Siha,2022-06-01,10.1253011739603,NA,NA,NA,14.5532324,20.01499987,25.47676734,23.5506391925988
Siha,2022-07-01,16.5960413182664,NA,NA,NA,13.76759002,19.52704958,25.28650913,22.1229899074852
Siha,2022-08-01,12.3574871023838,NA,NA,NA,13.79631421,19.75495514,25.71359607,27.0252943650126
Siha,2022-09-01,16.5643717688661,NA,NA,NA,14.51167613,21.00005973,27.48844333,28.6075231286795
Siha,2022-10-01,18.6005163619522,NA,NA,NA,14.7771102,21.26686322,27.75661625,30.5477586206896
Siha,2022-11-01,21.5559380116028,NA,NA,NA,16.43269659,22.64296931,28.85324203,NA
Siha,2022-12-01,29.1134251382798,NA,NA,NA,15.25954901,21.67357898,28.08760895,NA
